satici_tip,Metrekare,Oda_Sayisi,il,Ilce,Mahalle,Tarih,fiyat
Sahibinden,70.0,1+1,Afyonkarahisar,Merkez,Köyler,16 Mayıs  2025,1350000
Sahibinden,195.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,15 Mayıs  2025,1750000
Sahibinden,130.0,2+1,Afyonkarahisar,Merkez,Harbiş,15 Mayıs  2025,2250000
Sahibinden,80.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,15 Mayıs  2025,2450000
Sahibinden,145.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,15 Mayıs  2025,3500000
Sahibinden,125.0,3+1,Afyonkarahisar,Sandıklı,Bilinmiyor,15 Mayıs  2025,3300000
Sahibinden,175.0,3+1,Afyonkarahisar,Bolvadin,Bilinmiyor,15 Mayıs  2025,4000000
Sahibinden,95.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,15 Mayıs  2025,2600000
Sahibinden,140.0,3+1,Afyonkarahisar,Çay,Bilinmiyor,15 Mayıs  2025,3300000
Sahibinden,108.0,2+1,Afyonkarahisar,Dinar,Bilinmiyor,15 Mayıs  2025,3500000
Sahibinden,330.0,7+1,Afyonkarahisar,Merkez,Bilinmiyor,15 Mayıs  2025,7650000
Sahibinden,100.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,15 Mayıs  2025,3500000
Sahibinden,300.0,2+1,Afyonkarahisar,Merkez,Köyler,15 Mayıs  2025,2000000
Sahibinden,120.0,3+1,Afyonkarahisar,Merkez,Harbiş,14 Mayıs  2025,3250000
Sahibinden,116.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,14 Mayıs  2025,3000000
Sahibinden,150.0,3+1,Afyonkarahisar,Sultandağı,Bilinmiyor,14 Mayıs  2025,1850000
Sahibinden,120.0,3+1,Afyonkarahisar,Sandıklı,Bilinmiyor,14 Mayıs  2025,2550000
Sahibinden,120.0,2+1,Afyonkarahisar,Bolvadin,Bilinmiyor,14 Mayıs  2025,2650000
Sahibinden,176.0,4+1,Afyonkarahisar,Bolvadin,Bilinmiyor,14 Mayıs  2025,4250000
Sahibinden,120.0,3+1,Afyonkarahisar,Dinar,Bilinmiyor,13 Mayıs  2025,2650000
Sahibinden,120.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,13 Mayıs  2025,3250000
Sahibinden,115.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,13 Mayıs  2025,2550000
Sahibinden,119.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,13 Mayıs  2025,2600000
Sahibinden,125.0,3+1,Afyonkarahisar,Merkez,Çarşı,13 Mayıs  2025,3410000
Sahibinden,160.0,4+1,Afyonkarahisar,Bolvadin,Bilinmiyor,13 Mayıs  2025,3950000
Sahibinden,152.0,3+1,Afyonkarahisar,Çay,Bilinmiyor,13 Mayıs  2025,3500000
Sahibinden,115.0,3+1,Afyonkarahisar,Merkez,Harbiş,13 Mayıs  2025,3250000
Sahibinden,125.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,13 Mayıs  2025,4100000
Sahibinden,130.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,13 Mayıs  2025,4850000
Sahibinden,125.0,3+1,Afyonkarahisar,Merkez,Harbiş,13 Mayıs  2025,2910000
Sahibinden,127.0,3+1,Afyonkarahisar,Sandıklı,Bilinmiyor,13 Mayıs  2025,4200000
Sahibinden,121.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,13 Mayıs  2025,4550000
Sahibinden,50.0,1+1,Afyonkarahisar,Merkez,Bilinmiyor,13 Mayıs  2025,1350000
Sahibinden,145.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,13 Mayıs  2025,5550000
Sahibinden,85.0,2+1,Afyonkarahisar,Merkez,Harbiş,12 Mayıs  2025,2600000
Sahibinden,95.0,2+1,Afyonkarahisar,Bolvadin,Bilinmiyor,12 Mayıs  2025,2475000
Sahibinden,110.0,2+1,Afyonkarahisar,Merkez,Harbiş,12 Mayıs  2025,2620000
Sahibinden,125.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,12 Mayıs  2025,3400000
Sahibinden,280.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,11 Mayıs  2025,8350000
Sahibinden,100.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,11 Mayıs  2025,3150000
Sahibinden,130.0,3+1,Afyonkarahisar,Bolvadin,Bilinmiyor,11 Mayıs  2025,2780000
Sahibinden,120.0,2+1,Afyonkarahisar,Bolvadin,Bilinmiyor,11 Mayıs  2025,1770000
Sahibinden,80.0,2+1,Afyonkarahisar,İscehisar,Bilinmiyor,15 Mayıs  2025,1500000
Sahibinden,45.0,1+1,Afyonkarahisar,Merkez,Köyler,10 Mayıs  2025,1600000
Sahibinden,105.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,10 Mayıs  2025,3350000
Sahibinden,300.0,6+2,Afyonkarahisar,Dinar,Bilinmiyor,12 Mayıs  2025,7100000
Sahibinden,220.0,4+1,Afyonkarahisar,Merkez,Bilinmiyor,10 Mayıs  2025,8100000
Sahibinden,160.0,4+1,Afyonkarahisar,Merkez,Bilinmiyor,10 Mayıs  2025,3990000
Sahibinden,57.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,10 Mayıs  2025,2850000
Sahibinden,135.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,10 Mayıs  2025,2550000
Sahibinden,135.0,3+1,Afyonkarahisar,Bolvadin,Bilinmiyor,10 Mayıs  2025,3050000
Sahibinden,110.0,3+1,Afyonkarahisar,Dazkırı,Bilinmiyor,10 Mayıs  2025,2750000
Sahibinden,125.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,10 Mayıs  2025,3250000
Sahibinden,50.0,1+1,Afyonkarahisar,Merkez,Bilinmiyor,10 Mayıs  2025,2750000
Sahibinden,290.0,7+1,Afyonkarahisar,Merkez,Bilinmiyor,10 Mayıs  2025,10500000
Sahibinden,110.0,3+1,Afyonkarahisar,Merkez,Dumlupınar,10 Mayıs  2025,4200000
Sahibinden,160.0,4+1,Afyonkarahisar,Merkez,Bilinmiyor,10 Mayıs  2025,3850000
Sahibinden,130.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,09 Mayıs  2025,3600000
Sahibinden,150.0,3+1,Afyonkarahisar,Merkez,Harbiş,09 Mayıs  2025,2975000
Sahibinden,150.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,09 Mayıs  2025,2550000
Sahibinden,55.0,1+1,Afyonkarahisar,Sultandağı,Bilinmiyor,10 Mayıs  2025,1300000
Sahibinden,88.0,2+1,Afyonkarahisar,Bolvadin,Bilinmiyor,09 Mayıs  2025,2500000
Sahibinden,115.0,2+1,Afyonkarahisar,Çay,Bilinmiyor,09 Mayıs  2025,3200000
Sahibinden,130.0,3+1,Afyonkarahisar,Bolvadin,Bilinmiyor,09 Mayıs  2025,2400000
Sahibinden,135.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,09 Mayıs  2025,3750000
Sahibinden,160.0,3+1,Afyonkarahisar,Emirdağ,Bilinmiyor,09 Mayıs  2025,3500000
Sahibinden,90.0,2+1,Afyonkarahisar,Merkez,Çarşı,08 Mayıs  2025,2475000
Sahibinden,135.0,3+1,Afyonkarahisar,Çay,Bilinmiyor,08 Mayıs  2025,2900000
Sahibinden,65.0,2+0,Afyonkarahisar,Merkez,Bilinmiyor,08 Mayıs  2025,2725000
Sahibinden,147.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,08 Mayıs  2025,4650000
Sahibinden,87.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,08 Mayıs  2025,3200000
Sahibinden,102.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,07 Mayıs  2025,3950000
Sahibinden,120.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,07 Mayıs  2025,3250000
Sahibinden,120.0,2+1,Afyonkarahisar,Emirdağ,Bilinmiyor,07 Mayıs  2025,2550000
Sahibinden,60.0,2+0,Afyonkarahisar,Merkez,Köyler,07 Mayıs  2025,1280000
Sahibinden,150.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,07 Mayıs  2025,4500000
Sahibinden,120.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,07 Mayıs  2025,3585000
Sahibinden,125.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,07 Mayıs  2025,3350000
Sahibinden,145.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,07 Mayıs  2025,6500000
Sahibinden,150.0,3+1,Afyonkarahisar,Bolvadin,Bilinmiyor,07 Mayıs  2025,3750000
Sahibinden,155.0,3+1,Afyonkarahisar,Dinar,Bilinmiyor,06 Mayıs  2025,3410000
Sahibinden,120.0,3+1,Afyonkarahisar,Bolvadin,Bilinmiyor,06 Mayıs  2025,3750000
Sahibinden,120.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,06 Mayıs  2025,3575000
Sahibinden,165.0,4+1,Afyonkarahisar,Merkez,Bilinmiyor,06 Mayıs  2025,4525000
Sahibinden,125.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,06 Mayıs  2025,5190000
Sahibinden,150.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,06 Mayıs  2025,4099999
Sahibinden,140.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,06 Mayıs  2025,2900000
Sahibinden,130.0,3+1,Afyonkarahisar,Bolvadin,Bilinmiyor,06 Mayıs  2025,3795000
Sahibinden,90.0,2+1,Afyonkarahisar,Bolvadin,Bilinmiyor,06 Mayıs  2025,1950000
Sahibinden,60.0,2+0,Afyonkarahisar,Bolvadin,Bilinmiyor,06 Mayıs  2025,1980000
Sahibinden,125.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,06 Mayıs  2025,3500000
Sahibinden,80.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,05 Mayıs  2025,3100000
Sahibinden,145.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,05 Mayıs  2025,2640000
Sahibinden,90.0,2+1,Afyonkarahisar,Merkez,Harbiş,04 Mayıs  2025,3100000
Sahibinden,85.0,2+1,Afyonkarahisar,Merkez,Harbiş,05 Mayıs  2025,2489999
Sahibinden,90.0,2+1,Afyonkarahisar,Merkez,Köyler,05 Mayıs  2025,1550000
Sahibinden,160.0,3+1,Afyonkarahisar,Sultandağı,Bilinmiyor,04 Mayıs  2025,3400000
Sahibinden,90.0,2+1,Afyonkarahisar,Merkez,Harbiş,04 Mayıs  2025,2749000
Sahibinden,55.0,1+1,Afyonkarahisar,Merkez,Köyler,04 Mayıs  2025,1625000
Sahibinden,88.0,2+1,Afyonkarahisar,Merkez,Çarşı,04 Mayıs  2025,2700000
Sahibinden,42.0,1+1,Afyonkarahisar,Merkez,Köyler,04 Mayıs  2025,1710000
Sahibinden,60.0,2+1,Afyonkarahisar,Merkez,Köyler,04 Mayıs  2025,1450000
Sahibinden,120.0,3+1,Afyonkarahisar,Merkez,Dumlupınar,04 Mayıs  2025,3125000
Sahibinden,135.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,04 Mayıs  2025,5275000
Sahibinden,230.0,4.5+1,Afyonkarahisar,Merkez,Harbiş,04 Mayıs  2025,3825000
Sahibinden,145.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,04 Mayıs  2025,3350000
Sahibinden,133.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,03 Mayıs  2025,3410000
Sahibinden,180.0,4+1,Afyonkarahisar,Bolvadin,Bilinmiyor,03 Mayıs  2025,3950000
Sahibinden,85.0,2+1,Afyonkarahisar,Merkez,Köyler,03 Mayıs  2025,1990000
Sahibinden,85.0,2+1,Afyonkarahisar,Dinar,Bilinmiyor,02 Mayıs  2025,1800000
Sahibinden,98.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,04 Mayıs  2025,3450000
Sahibinden,120.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,02 Mayıs  2025,2600000
Sahibinden,160.0,4+1,Afyonkarahisar,Merkez,Bilinmiyor,02 Mayıs  2025,5100000
Sahibinden,160.0,3+1,Afyonkarahisar,Sandıklı,Bilinmiyor,02 Mayıs  2025,3815000
Sahibinden,155.0,3+1,Afyonkarahisar,Sandıklı,Bilinmiyor,02 Mayıs  2025,2750000
Sahibinden,135.0,3+1,Afyonkarahisar,Bolvadin,Bilinmiyor,02 Mayıs  2025,1800000
Sahibinden,135.0,3+1,Afyonkarahisar,Emirdağ,Bilinmiyor,02 Mayıs  2025,2800000
Sahibinden,120.0,2+1,Afyonkarahisar,Emirdağ,Bilinmiyor,01 Mayıs  2025,3815000
Sahibinden,105.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,02 Mayıs  2025,2160000
Sahibinden,99.0,2+1,Afyonkarahisar,Bolvadin,Bilinmiyor,03 Mayıs  2025,2450000
Sahibinden,75.0,1+1,Afyonkarahisar,Dazkırı,Bilinmiyor,01 Mayıs  2025,1900000
Sahibinden,55.0,1+1,Afyonkarahisar,Merkez,Bilinmiyor,01 Mayıs  2025,1790000
Sahibinden,125.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,01 Mayıs  2025,3200000
Sahibinden,130.0,3+1,Afyonkarahisar,Merkez,Harbiş,01 Mayıs  2025,3000000
Sahibinden,95.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,01 Mayıs  2025,2800000
Sahibinden,95.0,2+1,Afyonkarahisar,Bolvadin,Bilinmiyor,01 Mayıs  2025,2250000
Sahibinden,145.0,3+1,Afyonkarahisar,Bolvadin,Bilinmiyor,01 Mayıs  2025,2000000
Sahibinden,95.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,01 Mayıs  2025,1425000
Sahibinden,512.0,2+1,Afyonkarahisar,Dazkırı,Bilinmiyor,30 Nisan  2025,1850000
Sahibinden,130.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,30 Nisan  2025,2150000
Sahibinden,75.0,2+1,Afyonkarahisar,Merkez,Köyler,30 Nisan  2025,1290000
Sahibinden,95.0,2+1,Afyonkarahisar,Bolvadin,Bilinmiyor,30 Nisan  2025,1750000
Sahibinden,155.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,29 Nisan  2025,4100000
Sahibinden,110.0,3+1,Afyonkarahisar,Merkez,Dumlupınar,29 Nisan  2025,3300000
Sahibinden,170.0,4+1,Afyonkarahisar,Merkez,Bilinmiyor,29 Nisan  2025,5200000
Sahibinden,185.0,3+1,Afyonkarahisar,Emirdağ,Bilinmiyor,29 Nisan  2025,3650000
Sahibinden,129.0,3+1,Afyonkarahisar,Bolvadin,Bilinmiyor,29 Nisan  2025,2980000
Sahibinden,105.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,29 Nisan  2025,2725000
Sahibinden,50.0,1+1,Afyonkarahisar,Merkez,Bilinmiyor,29 Nisan  2025,2950000
Sahibinden,140.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,29 Nisan  2025,1630000
Sahibinden,109.0,2+1,Afyonkarahisar,Bolvadin,Bilinmiyor,29 Nisan  2025,2500000
Sahibinden,250.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,29 Nisan  2025,950000
Sahibinden,145.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,29 Nisan  2025,2750000
Sahibinden,115.0,3+1,Afyonkarahisar,Bolvadin,Bilinmiyor,28 Nisan  2025,3100000
Sahibinden,125.0,2+1,Afyonkarahisar,Dinar,Bilinmiyor,28 Nisan  2025,3000000
Sahibinden,140.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,28 Nisan  2025,3750000
Sahibinden,65.0,1+1,Afyonkarahisar,Bolvadin,Bilinmiyor,28 Nisan  2025,1049000
Sahibinden,50.0,1+1,Afyonkarahisar,Merkez,Köyler,28 Nisan  2025,1100000
Sahibinden,65.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,28 Nisan  2025,2700000
Sahibinden,160.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,28 Nisan  2025,2500000
Sahibinden,115.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,28 Nisan  2025,2875000
Sahibinden,60.0,1+1,Afyonkarahisar,Dinar,Bilinmiyor,27 Nisan  2025,1925000
Sahibinden,130.0,3+1,Afyonkarahisar,Çay,Bilinmiyor,27 Nisan  2025,3250000
Sahibinden,180.0,3+1,Afyonkarahisar,Emirdağ,Bilinmiyor,27 Nisan  2025,3650000
Sahibinden,120.0,3+1,Afyonkarahisar,Bolvadin,Bilinmiyor,27 Nisan  2025,2100000
Sahibinden,130.0,3+1,Afyonkarahisar,Merkez,Harbiş,25 Nisan  2025,4750000
Sahibinden,150.0,3+1,Afyonkarahisar,Sultandağı,Bilinmiyor,27 Nisan  2025,2850000
Sahibinden,120.0,3+1,Afyonkarahisar,Dazkırı,Bilinmiyor,27 Nisan  2025,3500000
Sahibinden,53.0,1+1,Afyonkarahisar,Emirdağ,Bilinmiyor,28 Nisan  2025,1800000
Sahibinden,130.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,26 Nisan  2025,2600000
Sahibinden,95.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,26 Nisan  2025,2575000
Sahibinden,130.0,3+1,Afyonkarahisar,Emirdağ,Bilinmiyor,26 Nisan  2025,2600000
Sahibinden,115.0,3+1,Afyonkarahisar,İhsaniye,Bilinmiyor,26 Nisan  2025,2600000
Sahibinden,95.0,2+1,Afyonkarahisar,Dinar,Bilinmiyor,25 Nisan  2025,2320000
Sahibinden,150.0,3+1,Afyonkarahisar,Merkez,Harbiş,25 Nisan  2025,2800000
Sahibinden,55.0,2+1,Afyonkarahisar,Merkez,Köyler,25 Nisan  2025,1650000
Sahibinden,85.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,25 Nisan  2025,4750000
Sahibinden,100.0,2+1,Afyonkarahisar,Bolvadin,Bilinmiyor,25 Nisan  2025,2795000
Sahibinden,90.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,25 Nisan  2025,1750000
Sahibinden,220.0,4+2,Afyonkarahisar,Merkez,Bilinmiyor,24 Nisan  2025,4750000
Sahibinden,140.0,2+1,Afyonkarahisar,Merkez,Çarşı,24 Nisan  2025,4250000
Sahibinden,120.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,24 Nisan  2025,3300000
Sahibinden,121.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,25 Nisan  2025,2770000
Sahibinden,135.0,3+1,Afyonkarahisar,Bolvadin,Bilinmiyor,25 Nisan  2025,2895000
Sahibinden,100.0,2+1,Afyonkarahisar,Bolvadin,Bilinmiyor,25 Nisan  2025,2250000
Sahibinden,135.0,3+1,Afyonkarahisar,Dinar,Bilinmiyor,21 Nisan  2025,2250000
Sahibinden,196.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,21 Nisan  2025,4250000
Sahibinden,130.0,3+1,Afyonkarahisar,Dinar,Bilinmiyor,25 Mart  2025,2800000
Sahibinden,140.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,19 Mayıs  2024,2500000
Emlak-ofisinden,50.0,2+0,Afyonkarahisar,Merkez,Köyler,23 Mayıs  2025,1075000
Emlak-ofisinden,140.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,22 Mayıs  2025,5250000
Emlak-ofisinden,165.0,5+1,Afyonkarahisar,Merkez,Bilinmiyor,19 Mayıs  2025,2300000
Emlak-ofisinden,70.0,2+1,Afyonkarahisar,Merkez,Harbiş,18 Mayıs  2025,2550000
Emlak-ofisinden,85.0,2+1,Afyonkarahisar,Merkez,Dumlupınar,18 Mayıs  2025,1580000
Emlak-ofisinden,170.0,4+1,Afyonkarahisar,Merkez,Bilinmiyor,18 Mayıs  2025,4990000
Emlak-ofisinden,130.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,14 Mayıs  2025,5150000
Emlak-ofisinden,130.0,3+1,Afyonkarahisar,Merkez,Dumlupınar,09 Mayıs  2025,3600000
Emlak-ofisinden,120.0,3+1,Afyonkarahisar,Merkez,Eşrefpaşa,07 Mayıs  2025,3050000
Emlak-ofisinden,120.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,28 Nisan  2025,2650000
Emlak-ofisinden,200.0,4+1,Afyonkarahisar,Merkez,Bilinmiyor,26 Nisan  2025,5450000
Emlak-ofisinden,47.0,1+1,Afyonkarahisar,Merkez,Köyler,21 Nisan  2025,1150000
Emlak-ofisinden,120.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,2030000
Emlak-ofisinden,160.0,4+1,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,6200000
Emlak-ofisinden,145.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,23 Mayıs  2025,3075000
Emlak-ofisinden,55.0,1+1,Afyonkarahisar,Merkez,Bilinmiyor,23 Mayıs  2025,2600000
Emlak-ofisinden,120.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,23 Mayıs  2025,2875000
Emlak-ofisinden,55.0,1+1,Afyonkarahisar,Merkez,Bilinmiyor,22 Mayıs  2025,2650000
Emlak-ofisinden,100.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,22 Mayıs  2025,1600000
Emlak-ofisinden,80.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,21 Mayıs  2025,2470000
Emlak-ofisinden,85.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,21 Mayıs  2025,2975000
Emlak-ofisinden,110.0,3+1,Afyonkarahisar,Merkez,Harbiş,21 Mayıs  2025,2970000
Emlak-ofisinden,115.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,21 Mayıs  2025,4150000
Emlak-ofisinden,120.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,20 Mayıs  2025,3350000
Emlak-ofisinden,125.0,3+1,Afyonkarahisar,Merkez,Harbiş,20 Mayıs  2025,3000000
Emlak-ofisinden,123.0,3+1,Afyonkarahisar,Merkez,Harbiş,21 Mayıs  2025,3250000
Emlak-ofisinden,130.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,21 Mayıs  2025,2600000
Emlak-ofisinden,55.0,1+1,Afyonkarahisar,Merkez,Köyler,20 Mayıs  2025,1200000
Emlak-ofisinden,193.0,5+1,Afyonkarahisar,Merkez,Bilinmiyor,18 Mayıs  2025,2970000
Emlak-ofisinden,193.0,5+1,Afyonkarahisar,Merkez,Bilinmiyor,20 Mayıs  2025,6200000
Emlak-ofisinden,120.0,3+1,Afyonkarahisar,Merkez,Harbiş,19 Mayıs  2025,3850000
Emlak-ofisinden,55.0,2+0,Afyonkarahisar,Merkez,Köyler,21 Mayıs  2025,1600000
Emlak-ofisinden,120.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,19 Mayıs  2025,2200000
Emlak-ofisinden,110.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,19 Mayıs  2025,2750000
Emlak-ofisinden,95.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,20 Mayıs  2025,4100000
Emlak-ofisinden,147.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,18 Mayıs  2025,7350000
Emlak-ofisinden,88.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,18 Mayıs  2025,4145000
Emlak-ofisinden,80.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,18 Mayıs  2025,3725000
Emlak-ofisinden,111.0,2+1,Afyonkarahisar,Çay,Bilinmiyor,25 Mayıs  2025,3000000
Emlak-ofisinden,110.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,1750000
Emlak-ofisinden,140.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,4750000
Emlak-ofisinden,140.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,4750000
Emlak-ofisinden,320.0,3+3,Afyonkarahisar,Sandıklı,Bilinmiyor,24 Mayıs  2025,5000000
Emlak-ofisinden,140.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,3700000
Emlak-ofisinden,65.0,2+0,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,3450000
Emlak-ofisinden,119.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,3340000
Emlak-ofisinden,256.0,6+2,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,9450000
Emlak-ofisinden,140.0,3+1,Afyonkarahisar,Merkez,Dumlupınar,24 Mayıs  2025,2950000
Emlak-ofisinden,135.0,3+1,Afyonkarahisar,Dinar,Bilinmiyor,24 Mayıs  2025,2999000
Emlak-ofisinden,130.0,3+1,Afyonkarahisar,Merkez,Harbiş,24 Mayıs  2025,3850000
Emlak-ofisinden,155.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,3650000
Emlak-ofisinden,138.0,3+1,Afyonkarahisar,Merkez,Harbiş,24 Mayıs  2025,2800000
Emlak-ofisinden,80.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,3750000
Emlak-ofisinden,160.0,4+1,Afyonkarahisar,Merkez,Harbiş,24 Mayıs  2025,3500000
Emlak-ofisinden,230.0,5+1,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,5350000
Emlak-ofisinden,75.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,2250000
Emlak-ofisinden,155.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,2250000
Emlak-ofisinden,55.0,1+1,Afyonkarahisar,Merkez,Köyler,24 Mayıs  2025,1350000
Emlak-ofisinden,54.0,1+1,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,2800000
Emlak-ofisinden,120.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,3200000
Emlak-ofisinden,130.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,4550000
Emlak-ofisinden,95.0,3+0,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,3650000
Emlak-ofisinden,85.0,2+1,Afyonkarahisar,Sandıklı,Bilinmiyor,24 Mayıs  2025,2975000
Emlak-ofisinden,120.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,3385000
Emlak-ofisinden,120.0,3+1,Afyonkarahisar,Sandıklı,Bilinmiyor,24 Mayıs  2025,4250000
Emlak-ofisinden,75.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,3500000
Emlak-ofisinden,85.0,2+1,Afyonkarahisar,Sandıklı,Bilinmiyor,24 Mayıs  2025,2725000
Emlak-ofisinden,130.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,3990000
Emlak-ofisinden,75.0,2+1,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,3150000
Emlak-ofisinden,160.0,3+1,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,3800000
Emlak-ofisinden,58.0,2+1,Afyonkarahisar,Merkez,Köyler,24 Mayıs  2025,1380000
Emlak-ofisinden,110.0,3+1,Afyonkarahisar,Merkez,Dumlupınar,17 Mayıs  2025,3150000
Emlak-ofisinden,145.0,3+1,Afyonkarahisar,Merkez,Çarşı,24 Mayıs  2025,3490000
Emlak-ofisinden,90.0,2+1,Afyonkarahisar,Merkez,Harbiş,24 Mayıs  2025,2850000
Emlak-ofisinden,141.0,4+1,Afyonkarahisar,Merkez,Bilinmiyor,24 Mayıs  2025,4080000
